exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,217,22_09_21_1359,[2.        3.        2.        1.        1.        1.3302237]
UNW01,217,22_09_21_1359,[1.        3.        1.        1.        1.        0.5725236]
UNW01,217,22_09_21_1359,[2.        4.        2.        1.        1.        0.5742635]
UNW01,217,22_09_21_1359,[1.        4.        1.        1.        1.        1.1831413]
