pNum,start_time,cue1,cue2,outcome,certainty,accuracy,RT
999,UNW01,22_09_16_1445,[2.        4.        2.        1.        1.        0.5358241]
999,UNW01,22_09_16_1445,[1.       4.       1.       1.       1.       2.684349]
999,UNW01,22_09_16_1445,[2.        3.        2.        1.        1.        3.2956082]
999,UNW01,22_09_16_1445,[1.        4.        1.        1.        1.        1.2256666]
