exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,353,22_09_21_1212,[2.        3.        2.        1.        1.        2.6415152]
UNW01,353,22_09_21_1212,[  2   4   2   1 -99 -99]
UNW01,353,22_09_21_1212,[1.       4.       1.       1.       1.       1.426346]
UNW01,353,22_09_21_1212,[2.        3.        2.        1.        1.        0.8976013]
